Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,FullName
Non-Binary,28,No Travel ,Technology,Far,California,Mixed or multiple ethnic groups,Master's,Computer Science,Data Scientist,Married,112175,3,No,9/30/2015,No,7,1,3,4,Thomasine Odell
Prefer Not To Say,28,No Travel ,Technology,Very Far,Illinois,Mixed or multiple ethnic groups,Bachelor's,Information Systems,Machine Learning Engineer,Married,87762,0,No,10/2/2015,No,7,2,7,2,Mamie Neagle
Non-Binary,27,Some Travel,Technology,Close,New York,White,High School,Computer Science,Software Engineer,Married,26542,1,No,10/5/2015,No,7,1,7,5,Nevins Forst
Non-Binary,27,Some Travel,Technology,Very Close,California,Mixed or multiple ethnic groups,Bachelor's,Computer Science,Data Scientist,Married,39198,1,No,10/10/2015,No,7,6,7,4,Anitra Korfmann
Male,28,Some Travel,Sales,Very Far,New York,Mixed or multiple ethnic groups,Bachelor's,Marketing ,Sales Executive,Divorced,157549,1,No,10/20/2015,No,7,0,0,3,Morris Bente
Male,27,Some Travel,Sales,Close,California,Black or African American,Some College,Marketing,Sales Executive,Married,73918,1,No,10/21/2015,No,7,3,4,1,Lewiss Janosevic
Male,28,Some Travel,Sales,Close,New York,Mixed or multiple ethnic groups,Below High School,Marketing ,Sales Executive,Married,83864,2,No,10/21/2015,No,7,7,7,5,Haily Jordi
Female,26,Some Travel,Technology,Far,California,White,High School,Computer Science,Data Scientist,Married,42052,1,No,10/26/2015,No,7,7,7,2,Scarlett Elstob
Male,28,Some Travel,Technology,Very Close,California,Asian or Asian American,Some College,Computer Science,Machine Learning Engineer,Single,220234,0,Yes,10/26/2015,No,7,5,7,1,Garv Tockell
Female,27,Some Travel,Sales,Very Close,California,Other ,High School,Technical Degree,Sales Representative,Single,62496,0,No,10/27/2015,No,7,6,6,1,Mariska Iashvili
Female,28,Some Travel,Sales,Very Far,California,White,Some College,Economics,Sales Executive,Married,304858,1,Yes,11/1/2015,No,7,5,7,2,Leta Possel
Female,28,Some Travel,Sales,Close,California,White,Master's,Marketing,Sales Executive,Married,181164,1,No,11/1/2015,No,7,5,6,1,Carlynn Bartolic
Male,25,Frequent Traveller,Technology,Close,New York,Mixed or multiple ethnic groups,Below High School,Business Studies,Machine Learning Engineer,Married,67708,1,No,11/2/2015,No,7,7,7,0,Amos Simcox
Male,26,Some Travel,Technology,Far,Illinois,American Indian or Alaska Native,Some College,Information Systems,Software Engineer,Married,55778,1,No,11/5/2015,No,7,4,7,6,Ruperto Ciccotto
Male,27,Some Travel,Technology,Close,California,Black or African American,High School,Information Systems,Machine Learning Engineer,Divorced,120049,1,No,11/7/2015,No,7,1,6,1,Sebastiano Benes
Male,28,Some Travel,Sales,Very Far,California,White,Bachelor's,Marketing,Sales Executive,Divorced,128222,2,No,11/7/2015,No,7,6,7,1,Kele Halsworth
Female,27,Some Travel,Technology,Very Far,California,White,Bachelor's,Computer Science,Senior Software Engineer,Divorced,120225,2,No,11/8/2015,No,7,2,5,4,Timmy Reek
Male,26,Some Travel,Technology,Close,New York,Black or African American,Below High School,Computer Science,Software Engineer,Married,33180,1,Yes,11/10/2015,No,7,5,7,3,Kerry Orrell
Female,31,Frequent Traveller,Technology,Very Close,New York,Native Hawaiian ,High School,Information Systems,Data Scientist,Single,69747,0,No,1/12/2012,Yes,6,5,5,1,Kayley Snoad
Female,27,No Travel ,Technology,Close,Illinois,White,Some College,Information Systems,Data Scientist,Single,41524,0,No,11/12/2015,No,7,6,6,6,Cathyleen Hallin
Female,30,Frequent Traveller,Technology,Very Far,California,Black or African American,Below High School,Computer Science,Software Engineer,Single,68508,0,Yes,1/28/2012,Yes,5,4,4,4,Joyce Goor
Male,28,Frequent Traveller,Technology,Very Far,New York,White,Master's,Information Systems,Data Scientist,Divorced,109172,1,Yes,11/19/2015,No,7,1,3,1,Galen Rocca
Female,28,Some Travel,Sales,Far,California,White,Some College,Technical Degree,Sales Representative,Divorced,70787,2,Yes,11/26/2015,No,7,2,5,5,Judye Offield
Female,27,Some Travel,Sales,Very Far,California,Mixed or multiple ethnic groups,High School,Economics,Sales Executive,Single,57102,0,No,11/29/2015,No,7,6,6,4,Susanne Kelso
Female,26,Some Travel,Sales,Far,New York,Black or African American,Some College,Economics,Sales Representative,Single,28024,0,No,11/30/2015,No,7,0,7,5,Arlene Warstall
Female,26,Some Travel,Technology,Close,New York,Black or African American,Some College,Computer Science,Data Scientist,Married,34047,1,Yes,12/3/2015,No,7,4,4,2,Linell Lack
Female,32,Some Travel,Sales,Far,California,White,Bachelor's,Economics,Sales Executive,Divorced,68043,0,No,9/25/2013,Yes,8,0,1,6,Heidie McCrone
Male,27,Some Travel,Technology,Very Far,California,Mixed or multiple ethnic groups,Some College,Computer Science,Software Engineer,Single,45276,0,Yes,12/12/2015,No,7,6,6,2,Fabiano Edkins
Female,29,Some Travel,Technology,Very Far,California,Asian or Asian American,Some College,Business Studies,Data Scientist,Divorced,67578,1,No,6/10/2013,Yes,1,0,0,0,Cathrine Lankford
Non-Binary,27,No Travel ,Technology,Very Far,California,Native Hawaiian ,Bachelor's,Business Studies,Software Engineer,Married,50046,1,No,12/20/2015,No,7,1,6,2,Myrtie Corbie
Female,28,Frequent Traveller,Technology,Very Close,California,Mixed or multiple ethnic groups,Some College,Computer Science,Data Scientist,Married,65659,1,Yes,5/9/2012,Yes,2,0,0,0,Allyson Kordas
Male,26,Some Travel,Sales,Far,California,Black or African American,High School,Marketing,Sales Executive,Single,113512,0,No,12/25/2015,No,7,3,7,6,Jamesy Barnardo
Male,26,Some Travel,Technology,Close,Illinois,Black or African American,High School,Information Systems,Software Engineer,Married,50614,1,No,12/25/2015,No,7,7,7,2,Cletus Heintsch
Female,25,Some Travel,Technology,Very Far,California,Native Hawaiian ,Some College,Computer Science,Software Engineer,Married,70068,2,No,12/29/2015,No,7,4,6,7,Ameline Hawton
Female,28,Some Travel,Technology,Far,California,Mixed or multiple ethnic groups,Some College,Computer Science,Software Engineer,Married,71553,1,No,12/30/2015,No,7,6,6,0,Cortney Wann
Male,29,Some Travel,Technology,Very Far,New York,Black or African American,Master's,Business Studies,Software Engineer,Single,113448,0,Yes,12/31/2015,No,7,0,4,1,Hillard Ell
Female,26,Some Travel,Technology,Very Far,California,American Indian or Alaska Native,Bachelor's,Information Systems,Analytics Manager,Married,107863,2,Yes,1/3/2016,No,6,3,6,0,April Carstairs
Female,25,No Travel ,Technology,Far,Illinois,Black or African American,Bachelor's,Computer Science,Software Engineer,Married,44146,3,No,1/8/2016,No,6,1,1,3,Trudey Doulton
Female,28,Some Travel,Technology,Far,California,Mixed or multiple ethnic groups,High School,Business Studies,Data Scientist,Married,65328,1,No,6/27/2014,Yes,5,4,4,0,Letta Van der Kruys
Male,26,No Travel ,Sales,Close,California,White,High School,Marketing,Sales Executive,Married,93170,1,No,1/10/2016,No,6,3,6,1,Timothy Plewright
Non-Binary,22,Some Travel,Sales,Close,New York,White,Below High School,Economics,Sales Executive,Single,64689,0,No,1/19/2020,Yes,1,1,1,1,Buddie Ainger
Female,22,Some Travel,Technology,Close,California,White,Bachelor's,Information Systems,Machine Learning Engineer,Single,64364,0,No,12/9/2021,Yes,0,0,0,0,Cate Moggach
Female,24,Some Travel,Sales,Far,New York,Mixed or multiple ethnic groups,Below High School,Marketing,Sales Executive,Divorced,105383,2,Yes,1/14/2016,No,6,6,6,5,Konstanze Scrammage
Male,27,Frequent Traveller,Technology,Far,California,Mixed or multiple ethnic groups,Bachelor's,Information Systems,Senior Software Engineer,Single,75275,0,No,1/19/2016,No,6,4,5,5,Vanya Gittoes
Male,23,Some Travel,Technology,Close,California,Asian or Asian American,Some College,Information Systems,Software Engineer,Single,63709,0,No,4/14/2017,Yes,1,0,0,0,Gasparo Strewthers
Male,27,Some Travel,Sales,Very Far,California,Black or African American,Bachelor's,Marketing,Manager,Married,152147,1,No,1/22/2016,No,6,6,6,6,Yorgo Ferrolli
Female,22,Frequent Traveller,Technology,Far,California,White,Bachelor's,Computer Science,Data Scientist,Married,63571,1,No,12/28/2021,Yes,0,0,0,0,Devin Bernhardsson
Male,24,Some Travel,Sales,Far,California,Mixed or multiple ethnic groups,Bachelor's,Marketing ,Sales Executive,Single,79828,0,No,1/27/2016,No,6,2,3,0,Mendie Readie
Male,25,No Travel ,Sales,Very Far,New York,White,Bachelor's,Marketing ,Sales Executive,Divorced,149519,1,Yes,2/3/2016,No,6,2,4,3,Ignazio Bendixen
Male,27,Some Travel,Sales,Far,California,Other ,Master's,Marketing,Sales Executive,Divorced,45880,1,Yes,2/3/2016,No,6,1,4,0,Raddie Ballance
Female,25,Some Travel,Technology,Very Far,California,White,Some College,Information Systems,Data Scientist,Single,37053,0,No,2/5/2016,No,6,5,5,0,Rafaela Hadigate
Female,27,Frequent Traveller,Technology,Very Close,New York,White,Some College,Other,Data Scientist,Married,27550,1,No,2/9/2016,No,6,6,6,5,Basia Goodswen
Male,25,Some Travel,Sales,Close,New York,Black or African American,High School,Marketing,Sales Executive,Divorced,69539,2,No,2/13/2016,No,6,0,4,4,Pierce Abadam
Female,26,Some Travel,Technology,Very Close,California,White,Bachelor's,Information Systems,Software Engineer,Single,55565,0,No,2/22/2016,No,6,6,6,4,Marinna Snalham
Male,25,Some Travel,Technology,Far,California,White,Some College,Information Systems,Senior Software Engineer,Single,85412,0,No,2/23/2016,No,6,0,5,6,Pablo Kerin
Male,25,Some Travel,Technology,Very Far,New York,Mixed or multiple ethnic groups,Some College,Information Systems,Software Engineer,Married,24417,1,No,2/26/2016,No,6,2,6,6,Tammie Kingh
Male,25,Some Travel,Technology,Far,California,Mixed or multiple ethnic groups,Master's,Information Systems,Software Engineer,Married,46362,1,Yes,3/15/2016,No,6,0,4,5,Robb McGeechan
Male,29,Some Travel,Technology,Very Close,California,White,Some College,Computer Science,Analytics Manager,Single,393103,0,Yes,3/30/2016,No,6,4,4,5,Jerome Maden
Male,25,Some Travel,Sales,Very Far,California,White,Bachelor's,Marketing,Sales Executive,Married,106738,1,No,4/2/2016,No,6,4,5,2,Ilario Stearne
Female,24,Some Travel,Technology,Far,New York,Asian or Asian American,High School,Other,Data Scientist,Single,39048,0,No,4/5/2016,No,6,1,4,1,Wilie Northfield
Male,26,Some Travel,Sales,Very Far,New York,Asian or Asian American,Bachelor's,Marketing ,Sales Executive,Single,61238,0,No,4/11/2016,No,6,4,6,3,Ludwig Ferrara
Female,27,No Travel ,Technology,Close,Illinois,Asian or Asian American,Below High School,Information Systems,Engineering Manager,Divorced,152322,1,No,4/17/2016,No,6,0,5,4,Feliza Jeschner
Female,27,Some Travel,Technology,Far,New York,Asian or Asian American,Bachelor's,Information Systems,Data Scientist,Divorced,24571,3,No,4/17/2016,No,6,5,5,6,Rebecka Leat
Female,26,Some Travel,Technology,Far,New York,White,Some College,Computer Science,Analytics Manager,Married,178836,0,No,4/18/2016,No,6,4,5,6,Carmita Kenion
Female,25,Frequent Traveller,Technology,Far,California,Black or African American,Bachelor's,Other,Data Scientist,Married,31931,1,No,4/21/2016,No,6,1,1,3,Barby Plaid
Male,25,Some Travel,Technology,Very Close,California,White,Some College,Computer Science,Engineering Manager,Married,217544,0,No,4/25/2016,No,6,5,6,6,Jayme Desseine
Female,31,Some Travel,Technology,Close,New York,Mixed or multiple ethnic groups,Below High School,Other,Software Engineer,Single,63482,0,No,4/23/2012,Yes,1,0,1,1,Beth Kunz
Female,26,No Travel ,Technology,Far,California,White,Some College,Computer Science,Data Scientist,Married,26919,1,No,5/4/2016,No,6,0,5,3,Kimmy O'Logan
Male,25,No Travel ,Technology,Very Far,New York,Mixed or multiple ethnic groups,Bachelor's,Information Systems,Machine Learning Engineer,Married,52614,1,No,5/8/2016,No,6,4,5,1,Timotheus Esland
Female,24,Some Travel,Technology,Far,Illinois,White,Bachelor's,Other,Data Scientist,Married,33554,0,No,5/21/2016,No,6,1,2,6,Ainsley Norheny
Male,24,Some Travel,Technology,Far,New York,White,Master's,Computer Science,Senior Software Engineer,Single,92798,0,Yes,5/23/2016,No,6,4,4,1,Ettore Gorusso
Male,25,Frequent Traveller,Technology,Very Far,New York,White,High School,Information Systems,Data Scientist,Single,28139,0,No,5/23/2016,No,6,1,1,5,Noby Lifton
Male,27,No Travel ,Sales,Far,Illinois,Asian or Asian American,Bachelor's,Marketing,Sales Executive,Married,71832,1,No,5/23/2016,No,6,6,6,1,Colby Yakebowitch
Male,27,Some Travel,Technology,Very Close,California,Other ,High School,Computer Science,Senior Software Engineer,Divorced,90487,1,No,5/25/2016,No,6,4,4,4,Padraig Pabel
Male,25,Frequent Traveller,Technology,Far,California,Mixed or multiple ethnic groups,Below High School,Information Systems,Software Engineer,Single,23993,0,Yes,5/31/2016,No,6,3,4,4,Sancho Mundle
Female,24,Some Travel,Technology,Very Close,California,White,Some College,Business Studies,Software Engineer,Married,41664,1,No,6/8/2016,No,6,3,4,2,Roxy Firpi
Non-Binary,24,Some Travel,Sales,Very Far,California,Mixed or multiple ethnic groups,High School,Marketing ,Sales Executive,Divorced,111750,1,No,6/10/2016,No,6,4,6,2,Adelaide Somner
Female,25,Frequent Traveller,Technology,Far,California,Native Hawaiian ,Some College,Computer Science,Software Engineer,Married,54566,1,No,6/15/2016,No,6,3,6,5,Rodi McGerraghty
Male,27,Some Travel,Technology,Very Far,New York,American Indian or Alaska Native,Some College,Other,Machine Learning Engineer,Married,49343,1,No,6/16/2016,No,6,3,3,0,Emmit Le Provost
Male,27,Frequent Traveller,Technology,Very Far,California,White,High School,Information Systems,Data Scientist,Single,34579,0,No,6/17/2016,No,6,4,4,4,Fabio Metham
Female,21,Some Travel,Technology,Very Far,California,White,Below High School,Information Systems,Senior Software Engineer,Married,63049,0,Yes,3/1/2021,Yes,0,0,0,0,Eleonora Grosier
Non-Binary,26,Some Travel,Sales,Close,New York,White,Some College,Marketing,Sales Executive,Married,107966,2,No,6/23/2016,No,6,6,6,6,Jolene Stenet
Female,24,Some Travel,Sales,Very Close,California,Mixed or multiple ethnic groups,Some College,Economics,Sales Executive,Married,133274,1,No,6/23/2016,No,6,2,3,1,Karlotta Hackwell
Female,43,Some Travel,Sales,Close,California,White,Bachelor's,Marketing ,Manager,Married,513262,0,No,6/30/2016,No,6,1,3,1,Lettie D'Emanuele
Male,26,Some Travel,Sales,Close,California,Black or African American,Some College,Marketing ,Sales Representative,Single,36101,0,No,6/30/2016,No,6,6,6,6,Lenard Bouts
Male,25,Some Travel,Technology,Very Far,California,White,Bachelor's,Other,Software Engineer,Divorced,52210,3,No,7/1/2016,No,6,0,1,0,Jerrie Carlos
Female,24,No Travel ,Sales,Very Far,California,Mixed or multiple ethnic groups,High School,Marketing,Sales Executive,Married,151986,1,Yes,7/9/2016,No,6,5,6,3,Cloris Orgee
Female,27,Some Travel,Technology,Very Far,Illinois,Mixed or multiple ethnic groups,Some College,Business Studies,Software Engineer,Married,28828,1,No,7/9/2016,No,6,1,6,4,Lin Lauga
Male,26,Some Travel,Human Resources,Close,New York,Asian or Asian American,Some College,Other,HR Executive,Single,70395,0,No,7/11/2016,No,6,5,6,2,Johan Rudinger
Female,26,Some Travel,Sales,Very Far,California,White,Some College,Marketing,Sales Executive,Married,92364,1,Yes,7/12/2016,No,6,4,5,6,Karyl Ponten
Female,27,Some Travel,Human Resources,Far,California,Mixed or multiple ethnic groups,High School,Other,HR Executive,Divorced,55206,0,No,7/13/2016,No,6,1,3,4,Gui Olivello
Female,25,Some Travel,Technology,Very Far,California,White,Some College,Information Systems,Data Scientist,Single,45286,0,Yes,7/14/2016,No,6,1,3,1,Jena Danzig
Female,25,Some Travel,Technology,Close,Illinois,White,Some College,Information Systems,Analytics Manager,Married,211401,0,No,7/17/2016,No,6,1,1,3,Kali Jeppe
Female,27,Frequent Traveller,Sales,Far,New York,White,Some College,Economics,Sales Executive,Married,66488,1,No,7/18/2016,No,6,5,6,3,Anna-diane Allpress
Male,25,Some Travel,Technology,Far,New York,Other ,Bachelor's,Information Systems,Software Engineer,Married,29126,2,No,7/18/2016,No,6,0,2,3,Jeffrey Mildmott
Female,25,Some Travel,Technology,Close,New York,White,Some College,Information Systems,Software Engineer,Single,39636,0,Yes,7/21/2016,No,6,0,5,1,Mag Groves
Male,26,Some Travel,Technology,Far,California,Asian or Asian American,Some College,Information Systems,Machine Learning Engineer,Divorced,54470,1,No,7/21/2016,No,6,0,6,3,Hendrik Blenkharn
Female,21,Some Travel,Technology,Far,Illinois,White,High School,Computer Science,Machine Learning Engineer,Married,62882,0,Yes,1/9/2021,Yes,0,0,0,0,Harley Angelini
Female,27,Some Travel,Sales,Very Far,California,Asian or Asian American,Some College,Technical Degree,Sales Executive,Divorced,173994,1,No,7/23/2016,No,6,1,5,6,Eleanore Attenbrough
Male,24,Some Travel,Technology,Very Far,California,White,Some College,Business Studies,Software Engineer,Single,26363,0,No,7/24/2016,No,6,6,6,2,Reinhold Bradane
Prefer Not To Say,27,Some Travel,Technology,Very Far,New York,White,Some College,Information Systems,Analytics Manager,Single,130012,0,No,7/25/2016,No,6,6,6,0,Martyn Watt
Female,26,Some Travel,Technology,Far,California,American Indian or Alaska Native,High School,Business Studies,Software Engineer,Married,34630,0,No,7/30/2016,No,6,2,6,0,Moira Forsey
Male,22,Some Travel,Technology,Far,California,White,Some College,Information Systems,Machine Learning Engineer,Married,62509,2,No,10/23/2019,Yes,1,0,0,0,Morly Gerin
